"Student_ID","Job_Offers","Starting_Salary","Career_Satisfaction","Years_to_Promotion","Current_Job_Level","Work_Life_Balance","Entrepreneurship"
"S01796",1,33000,3,5,"Entry",7,"No"
"S01797",2,73300,6,4,"Mid",9,"No"
"S01798",3,66500,9,2,"Entry",1,"No"
"S01799",0,44700,4,1,"Entry",3,"No"
"S01800",2,54300,5,1,"Entry",5,"Yes"
"S01801",2,45700,5,4,"Senior",7,"No"
"S01802",4,59800,5,2,"Entry",5,"No"
"S01803",2,52500,2,4,"Entry",1,"No"
"S01804",4,25000,2,1,"Entry",1,"No"
"S01805",2,67100,1,5,"Entry",1,"No"
"S01806",3,70300,1,4,"Entry",8,"Yes"
"S01807",2,42900,4,1,"Entry",7,"No"
"S01808",5,54700,3,5,"Executive",3,"No"
"S01809",3,66300,4,4,"Mid",4,"No"
"S01810",1,101000,6,4,"Entry",8,"No"
"S01811",2,57900,1,1,"Entry",7,"Yes"
"S01812",2,55200,8,1,"Entry",7,"No"
"S01813",1,62900,8,5,"Entry",6,"No"
"S01814",4,64400,7,3,"Senior",9,"No"
"S01815",3,58000,4,5,"Senior",6,"No"
"S01816",1,30700,8,4,"Entry",1,"No"
"S01817",1,52700,9,4,"Mid",5,"No"
"S01818",5,54400,5,4,"Mid",8,"No"
"S01819",0,28000,6,1,"Entry",6,"No"
"S01820",1,59500,10,4,"Entry",5,"No"
"S01821",4,33100,8,4,"Entry",9,"No"
"S01822",4,69800,5,5,"Entry",7,"No"
"S01823",4,38000,4,1,"Entry",7,"No"
"S01824",3,64200,8,5,"Senior",1,"Yes"
"S01825",3,39700,3,3,"Mid",2,"Yes"
"S01826",2,68900,6,5,"Entry",10,"No"
"S01827",1,70800,9,5,"Entry",5,"No"
"S01828",5,58500,6,3,"Entry",3,"No"
"S01829",4,40600,9,5,"Mid",8,"No"
"S01830",1,56300,8,4,"Senior",4,"No"
"S01831",2,39100,9,4,"Mid",7,"Yes"
"S01832",2,32900,10,2,"Senior",5,"No"
"S01833",4,42300,9,1,"Entry",6,"Yes"
"S01834",1,49200,8,4,"Senior",7,"No"
"S01835",2,40500,9,1,"Entry",8,"No"
"S01836",0,46000,7,5,"Entry",3,"No"
"S01837",3,41600,7,2,"Entry",3,"No"
"S01838",1,50200,4,4,"Entry",2,"No"
"S01839",4,46600,1,5,"Entry",6,"No"
"S01840",2,27200,7,2,"Mid",2,"No"
"S01841",2,49400,8,5,"Mid",1,"No"
"S01842",2,38000,9,1,"Entry",1,"No"
"S01843",3,36400,1,5,"Entry",9,"No"
"S01844",1,36300,9,5,"Mid",1,"No"
"S01845",2,52600,7,5,"Entry",7,"No"
"S01846",5,56000,7,2,"Mid",5,"No"
"S01847",3,51900,3,5,"Entry",6,"No"
"S01848",0,60900,1,2,"Senior",10,"Yes"
"S01849",1,50000,7,2,"Entry",9,"No"
"S01850",4,52000,10,3,"Entry",3,"No"
"S01851",1,37200,8,5,"Mid",6,"No"
"S01852",2,57400,6,4,"Mid",7,"No"
"S01853",4,47800,7,2,"Entry",2,"No"
"S01854",5,59400,9,5,"Senior",6,"Yes"
"S01855",1,48600,8,4,"Entry",6,"No"
"S01856",4,50000,5,1,"Entry",5,"No"
"S01857",1,38200,4,4,"Mid",7,"No"
"S01858",5,47600,4,2,"Entry",9,"Yes"
"S01859",0,80500,4,2,"Executive",7,"Yes"
"S01860",0,25000,2,2,"Entry",2,"No"
"S01861",0,43200,10,3,"Mid",4,"No"
"S01862",1,61700,10,4,"Entry",1,"Yes"
"S01863",4,39300,7,5,"Entry",2,"Yes"
"S01864",0,51700,8,5,"Mid",9,"Yes"
"S01865",3,48500,7,2,"Entry",7,"No"
"S01866",3,62800,10,4,"Mid",8,"No"
"S01867",0,46300,8,1,"Entry",8,"No"
"S01868",0,25300,9,4,"Entry",2,"No"
"S01869",2,75300,8,5,"Entry",5,"No"
"S01870",3,48100,5,2,"Senior",1,"No"
"S01871",3,52400,4,4,"Mid",9,"No"
"S01872",0,43200,5,3,"Entry",5,"No"
"S01873",5,52500,1,2,"Mid",1,"Yes"
"S01874",2,64700,5,3,"Mid",7,"Yes"
"S01875",4,47800,6,2,"Mid",9,"Yes"
"S01876",2,38300,9,5,"Entry",1,"No"
"S01877",2,30400,9,1,"Mid",1,"No"
"S01878",3,67600,10,4,"Entry",1,"No"
"S01879",0,43400,3,4,"Entry",7,"No"
"S01880",0,58300,8,2,"Senior",10,"No"
"S01881",0,60400,8,1,"Mid",3,"No"
"S01882",2,46600,9,1,"Mid",9,"No"
"S01883",2,48800,1,5,"Entry",9,"No"
"S01884",5,50200,5,3,"Mid",7,"No"
"S01885",1,62100,5,4,"Entry",3,"No"
"S01886",4,37800,7,2,"Mid",10,"No"
"S01887",1,47000,8,1,"Entry",8,"No"
"S01888",5,54400,7,4,"Entry",6,"Yes"
"S01889",4,54700,6,4,"Senior",4,"No"
"S01890",1,59300,4,4,"Entry",8,"No"
"S01891",1,30100,9,1,"Mid",3,"No"
"S01892",1,45100,2,5,"Entry",1,"Yes"
"S01893",1,56100,6,4,"Mid",4,"Yes"
"S01894",2,30500,10,1,"Entry",9,"No"
"S01895",4,76300,6,1,"Mid",7,"Yes"
"S01896",5,26800,4,2,"Entry",1,"No"
"S01897",1,33000,3,5,"Senior",1,"No"
"S01898",1,39300,3,5,"Entry",1,"No"
"S01899",5,37600,2,5,"Entry",6,"No"
"S01900",0,57500,3,1,"Mid",10,"No"
"S01901",2,51300,4,1,"Entry",10,"No"
"S01902",3,36700,10,5,"Senior",9,"No"
"S01903",0,81100,4,1,"Entry",3,"No"
"S01904",5,61300,10,5,"Entry",3,"No"
"S01905",3,53900,7,2,"Entry",7,"No"
"S01906",1,60800,4,3,"Senior",6,"No"
"S01907",4,56000,9,3,"Mid",9,"No"
"S01908",3,52900,8,3,"Mid",3,"No"
"S01909",3,57600,1,3,"Mid",7,"No"
"S01910",3,49400,10,2,"Senior",7,"No"
"S01911",4,60100,1,1,"Senior",9,"Yes"
"S01912",0,51200,6,2,"Senior",6,"No"
"S01913",2,45800,4,4,"Entry",9,"No"
"S01914",4,74500,10,1,"Entry",6,"No"
"S01915",0,51300,6,5,"Entry",2,"No"
"S01916",1,46300,9,4,"Senior",6,"Yes"
"S01917",0,37100,10,4,"Senior",5,"No"
"S01918",3,35000,5,2,"Mid",6,"No"
"S01919",0,50700,8,4,"Entry",9,"No"
"S01920",0,44600,2,2,"Entry",6,"No"
"S01921",1,38900,8,4,"Mid",5,"No"
"S01922",1,69400,8,2,"Entry",5,"No"
"S01923",0,65600,2,1,"Mid",3,"No"
"S01924",4,35100,7,4,"Mid",5,"No"
"S01925",1,44800,8,2,"Entry",5,"No"
"S01926",3,25700,7,3,"Senior",10,"Yes"
"S01927",4,42600,6,3,"Entry",3,"No"
"S01928",5,39800,3,4,"Senior",7,"No"
"S01929",0,47600,3,2,"Mid",8,"Yes"
"S01930",5,36700,8,1,"Entry",7,"No"
"S01931",3,25000,4,4,"Senior",2,"No"
"S01932",3,41700,10,1,"Mid",7,"No"
"S01933",4,68900,8,2,"Senior",1,"No"
"S01934",0,40500,10,3,"Mid",3,"No"
"S01935",3,79100,6,2,"Mid",10,"Yes"
"S01936",5,37400,3,1,"Senior",4,"Yes"
"S01937",5,51200,10,3,"Entry",6,"No"
"S01938",1,54800,2,4,"Entry",9,"Yes"
"S01939",1,34400,1,3,"Entry",9,"No"
"S01940",4,25200,4,4,"Senior",6,"No"
"S01941",1,66300,8,4,"Mid",9,"No"
"S01942",2,66400,4,3,"Entry",6,"Yes"
"S01943",0,70900,8,3,"Entry",7,"No"
"S01944",3,37700,8,1,"Entry",6,"No"
"S01945",3,55500,1,3,"Senior",3,"No"
"S01946",4,50600,6,5,"Senior",1,"Yes"
"S01947",4,48500,10,3,"Senior",4,"No"
"S01948",3,44200,8,1,"Mid",1,"No"
"S01949",1,61600,8,5,"Entry",10,"Yes"
"S01950",4,89400,1,5,"Mid",1,"No"
"S01951",2,54200,8,2,"Mid",5,"No"
"S01952",4,52700,9,5,"Mid",8,"No"
"S01953",1,40200,6,4,"Entry",1,"No"
"S01954",0,60100,7,1,"Entry",5,"Yes"
"S01955",2,25000,6,2,"Entry",8,"No"
"S01956",4,45000,5,3,"Senior",3,"No"
"S01957",0,55500,1,5,"Entry",6,"Yes"
"S01958",0,53700,2,2,"Mid",7,"No"
"S01959",5,48600,10,4,"Entry",10,"Yes"
"S01960",3,25000,2,2,"Entry",8,"No"
"S01961",1,72400,9,4,"Senior",3,"No"
"S01962",3,53400,6,2,"Entry",1,"No"
"S01963",5,49700,3,2,"Entry",10,"No"
"S01964",1,68900,3,3,"Entry",8,"No"
"S01965",5,68100,10,3,"Mid",4,"No"
"S01966",0,46800,10,3,"Mid",2,"No"
"S01967",4,46100,2,2,"Entry",1,"No"
"S01968",1,57100,7,5,"Mid",6,"No"
"S01969",1,68500,1,2,"Senior",1,"No"
"S01970",0,64800,1,3,"Entry",6,"No"
"S01971",2,35500,10,2,"Mid",8,"No"
"S01972",0,33700,3,5,"Mid",3,"Yes"
"S01973",5,37000,1,4,"Entry",6,"No"
"S01974",0,58200,3,1,"Mid",6,"No"
"S01975",1,44200,9,3,"Entry",5,"No"
"S01976",0,57500,7,2,"Senior",3,"No"
"S01977",3,30500,9,5,"Entry",6,"Yes"
"S01978",0,37600,7,3,"Mid",1,"Yes"
"S01979",4,57400,9,3,"Entry",4,"Yes"
"S01980",0,26800,3,4,"Senior",8,"No"
"S01981",0,76700,7,1,"Entry",6,"Yes"
"S01982",4,66700,6,2,"Senior",4,"No"
"S01983",2,70800,2,2,"Senior",6,"Yes"
"S01984",2,61500,6,3,"Entry",1,"No"
"S01985",2,25000,3,5,"Senior",3,"No"
"S01986",3,66900,2,3,"Mid",7,"No"
"S01987",4,60900,5,4,"Entry",1,"No"
"S01988",3,45000,5,1,"Entry",2,"No"
"S01989",3,43200,2,4,"Senior",3,"No"
"S01990",5,61700,3,5,"Entry",4,"No"
"S01991",3,26200,8,2,"Entry",6,"No"
"S01992",4,63800,5,5,"Senior",9,"No"
"S01993",1,40300,8,4,"Senior",1,"No"
"S01994",1,52500,10,2,"Entry",4,"No"
"S01995",2,53000,4,1,"Entry",4,"Yes"
"S01996",3,29700,4,3,"Senior",6,"Yes"
"S01997",2,25800,6,1,"Senior",1,"No"
"S01998",3,53700,10,3,"Mid",9,"No"
"S01999",2,49200,5,1,"Entry",1,"No"
"S02000",0,54200,5,2,"Mid",10,"No"
"S02001",4,34800,9,2,"Mid",1,"No"
"S02002",3,63100,6,2,"Entry",3,"Yes"
"S02003",5,68200,3,3,"Mid",1,"No"
"S02004",3,45900,4,2,"Entry",4,"No"
"S02005",3,32700,9,5,"Mid",7,"No"
"S02006",4,41500,6,3,"Entry",9,"No"
"S02007",0,54400,8,2,"Entry",4,"No"
"S02008",1,56700,7,2,"Mid",6,"No"
"S02009",4,79300,1,1,"Entry",2,"No"
"S02010",0,62300,1,5,"Entry",7,"No"
"S02011",2,46200,10,5,"Entry",8,"No"
"S02012",3,58000,7,3,"Mid",3,"Yes"
"S02013",3,55000,2,5,"Entry",1,"No"
"S02014",1,50700,9,2,"Entry",2,"No"
"S02015",2,74900,10,3,"Senior",2,"No"
"S02016",0,40600,9,4,"Entry",6,"No"
"S02017",2,59000,2,1,"Entry",7,"No"
"S02018",2,58700,9,1,"Entry",5,"No"
"S02019",1,77300,9,4,"Senior",10,"No"
"S02020",0,25000,10,3,"Entry",1,"No"
"S02021",1,68200,6,4,"Entry",5,"No"
"S02022",0,33400,5,5,"Mid",8,"No"
"S02023",4,27000,10,2,"Mid",10,"Yes"
"S02024",4,35800,2,4,"Senior",2,"No"
"S02025",3,27800,6,4,"Mid",8,"No"
"S02026",1,67800,9,5,"Entry",6,"No"
"S02027",4,74200,3,3,"Mid",1,"Yes"
"S02028",5,39400,3,2,"Entry",10,"No"
"S02029",2,46900,4,2,"Mid",9,"Yes"
"S02030",2,67000,10,1,"Mid",8,"No"
"S02031",4,75100,4,2,"Mid",5,"No"
"S02032",1,52300,1,2,"Entry",4,"No"
"S02033",3,43400,2,2,"Entry",1,"No"
"S02034",2,28700,6,2,"Entry",2,"Yes"
"S02035",3,32000,5,5,"Executive",5,"No"
"S02036",2,74400,10,1,"Entry",5,"No"
"S02037",0,32200,4,4,"Senior",8,"Yes"
"S02038",4,55900,10,1,"Entry",5,"No"
"S02039",1,46400,9,3,"Entry",5,"Yes"
"S02040",2,44800,2,4,"Entry",3,"No"
"S02041",4,26700,8,1,"Mid",7,"No"
"S02042",3,46700,4,1,"Mid",6,"No"
"S02043",1,74500,9,1,"Mid",5,"No"
"S02044",1,49800,4,1,"Mid",2,"Yes"
"S02045",4,58500,2,1,"Entry",4,"No"
"S02046",4,27900,6,1,"Mid",3,"No"
"S02047",4,48300,9,5,"Mid",7,"No"
"S02048",0,47200,7,5,"Mid",9,"No"
"S02049",0,48200,1,4,"Mid",3,"No"
"S02050",1,56500,9,2,"Entry",7,"No"
"S02051",4,53700,6,1,"Senior",9,"No"
"S02052",5,35200,9,2,"Executive",5,"No"
"S02053",5,39000,2,5,"Mid",8,"No"
"S02054",0,50000,7,3,"Entry",8,"No"
"S02055",1,81800,8,1,"Mid",7,"No"
"S02056",2,38700,8,4,"Entry",1,"No"
"S02057",5,43000,5,2,"Entry",5,"No"
"S02058",4,45000,7,4,"Executive",10,"No"
"S02059",0,55000,7,1,"Mid",9,"No"
"S02060",1,64400,3,2,"Mid",9,"Yes"
"S02061",4,55800,2,2,"Executive",6,"No"
"S02062",1,34500,5,1,"Senior",8,"No"
"S02063",2,59400,4,3,"Mid",4,"No"
"S02064",5,72800,8,1,"Entry",9,"Yes"
"S02065",1,50700,5,4,"Entry",2,"No"
"S02066",1,46100,9,5,"Senior",2,"No"
"S02067",2,76300,7,5,"Senior",7,"No"
"S02068",3,30300,1,5,"Entry",4,"No"
"S02069",4,52000,2,2,"Entry",4,"No"
"S02070",2,55300,8,2,"Mid",2,"No"
"S02071",5,54400,10,1,"Entry",9,"Yes"
"S02072",2,59600,8,2,"Entry",2,"No"
"S02073",5,32400,2,4,"Senior",9,"No"
"S02074",4,46000,7,1,"Entry",5,"No"
"S02075",5,44300,8,4,"Mid",5,"No"
"S02076",1,33200,4,5,"Entry",7,"Yes"
"S02077",0,28300,3,4,"Senior",5,"No"
"S02078",4,69000,10,5,"Mid",6,"No"
"S02079",2,52400,9,2,"Entry",3,"Yes"
"S02080",1,35900,2,1,"Entry",3,"No"
"S02081",5,35900,3,3,"Entry",3,"Yes"
"S02082",3,49500,8,4,"Mid",1,"No"
"S02083",1,63700,2,1,"Mid",3,"No"
"S02084",0,36800,5,3,"Entry",4,"No"
"S02085",1,58400,10,1,"Entry",6,"No"
"S02086",0,71700,8,3,"Entry",4,"No"
"S02087",3,58200,7,1,"Entry",3,"No"
"S02088",3,37900,4,5,"Mid",8,"No"
"S02089",1,48300,10,3,"Mid",5,"No"
"S02090",4,45500,9,1,"Entry",3,"Yes"
"S02091",4,42900,2,3,"Senior",4,"No"
"S02092",4,49700,7,5,"Entry",4,"No"
"S02093",5,42200,7,3,"Mid",3,"No"
"S02094",5,35900,7,3,"Mid",9,"No"
"S02095",3,56900,7,1,"Senior",4,"Yes"
"S02096",0,64100,5,4,"Senior",8,"Yes"
"S02097",5,65500,1,5,"Mid",9,"No"
"S02098",5,34700,4,1,"Mid",7,"Yes"
"S02099",2,65100,5,2,"Mid",3,"Yes"
"S02100",1,73900,10,3,"Entry",1,"Yes"
"S02101",5,34300,4,2,"Entry",9,"No"
"S02102",5,36600,7,1,"Entry",4,"No"
"S02103",0,31100,2,4,"Entry",3,"Yes"
"S02104",2,33500,2,5,"Mid",7,"No"
"S02105",3,71400,2,1,"Senior",10,"No"
"S02106",2,36400,10,4,"Mid",9,"No"
"S02107",3,60700,3,1,"Senior",7,"No"
"S02108",3,26900,5,4,"Entry",9,"No"
"S02109",5,29600,10,2,"Senior",7,"Yes"
"S02110",5,38000,9,4,"Entry",8,"Yes"
"S02111",5,58700,3,5,"Senior",8,"Yes"
"S02112",0,47000,6,2,"Mid",8,"No"
"S02113",4,49000,6,3,"Executive",2,"No"
"S02114",4,38200,6,2,"Senior",2,"No"
"S02115",0,41800,5,2,"Entry",2,"No"
"S02116",1,32800,2,3,"Entry",7,"No"
"S02117",3,60300,1,2,"Senior",8,"Yes"
"S02118",1,55200,5,2,"Mid",10,"No"
"S02119",3,45500,8,3,"Senior",1,"Yes"
"S02120",5,45000,10,3,"Entry",8,"Yes"
"S02121",3,54100,5,5,"Entry",8,"No"
"S02122",5,64200,3,2,"Entry",5,"No"
"S02123",4,40400,3,2,"Mid",3,"No"
"S02124",4,60100,2,2,"Entry",1,"No"
"S02125",3,40400,7,5,"Mid",4,"No"
"S02126",5,46500,2,2,"Entry",7,"No"
"S02127",4,47100,6,3,"Mid",7,"No"
"S02128",4,66700,8,3,"Senior",5,"No"
"S02129",5,42700,8,3,"Entry",6,"No"
"S02130",2,25000,2,3,"Entry",9,"No"
"S02131",2,35500,6,4,"Mid",7,"No"
"S02132",5,79200,3,3,"Senior",2,"No"
"S02133",3,25200,9,5,"Entry",2,"No"
"S02134",4,25000,3,4,"Mid",2,"No"
"S02135",2,62100,1,2,"Executive",2,"No"
"S02136",1,60300,9,3,"Mid",5,"No"
"S02137",3,44500,8,2,"Senior",10,"Yes"
"S02138",3,57900,2,3,"Senior",5,"No"
"S02139",1,43400,10,3,"Senior",8,"No"
"S02140",3,35400,10,4,"Mid",5,"No"
"S02141",4,75500,3,3,"Mid",8,"No"
"S02142",2,40000,7,3,"Entry",6,"No"
"S02143",0,29800,6,1,"Entry",10,"No"
"S02144",2,25000,8,5,"Entry",4,"No"
"S02145",5,69700,10,5,"Entry",10,"Yes"
"S02146",1,52600,5,2,"Entry",4,"No"
"S02147",0,62600,5,2,"Entry",3,"No"
"S02148",5,77900,2,4,"Entry",9,"No"
"S02149",5,42400,6,2,"Entry",5,"No"
"S02150",4,81800,5,1,"Entry",8,"No"
"S02151",4,48200,9,2,"Entry",4,"No"
"S02152",2,51100,3,3,"Senior",3,"No"
"S02153",3,71000,5,2,"Senior",6,"No"
"S02154",5,50600,3,2,"Senior",6,"No"
"S02155",3,62500,9,3,"Mid",6,"No"
"S02156",1,42800,9,1,"Entry",2,"No"
"S02157",3,56000,10,5,"Mid",6,"No"
"S02158",4,71000,7,1,"Mid",5,"Yes"
"S02159",0,59000,1,1,"Mid",5,"No"
"S02160",5,43800,9,4,"Senior",3,"No"
"S02161",2,51200,9,4,"Entry",5,"No"
"S02162",2,43900,10,3,"Mid",10,"Yes"
"S02163",2,48800,5,4,"Entry",1,"No"
"S02164",3,72600,2,5,"Senior",1,"No"
"S02165",0,52000,1,3,"Entry",7,"Yes"
"S02166",3,62900,2,4,"Entry",10,"No"
"S02167",3,57500,4,2,"Mid",7,"No"
"S02168",5,69500,4,4,"Senior",9,"No"
"S02169",4,34300,1,5,"Entry",9,"Yes"
"S02170",5,53100,8,4,"Mid",7,"No"
"S02171",4,77800,10,3,"Entry",10,"Yes"
"S02172",5,40200,8,2,"Entry",9,"Yes"
"S02173",5,82800,8,3,"Entry",10,"No"
"S02174",3,37300,5,2,"Mid",9,"No"
"S02175",5,45900,10,2,"Senior",3,"No"
"S02176",1,62100,2,5,"Mid",4,"No"
"S02177",1,52300,4,1,"Entry",1,"No"
"S02178",1,25000,1,5,"Entry",2,"Yes"
"S02179",5,56100,10,1,"Entry",8,"No"
"S02180",3,52000,1,1,"Mid",9,"No"
"S02181",0,41900,10,5,"Entry",9,"No"
"S02182",1,46200,3,4,"Entry",9,"No"
"S02183",4,25000,4,5,"Mid",1,"No"
"S02184",2,41800,3,3,"Executive",8,"No"
"S02185",2,60900,3,3,"Entry",5,"Yes"
"S02186",3,52600,8,3,"Mid",3,"Yes"
"S02187",2,65200,4,3,"Entry",6,"Yes"
"S02188",3,77900,3,1,"Entry",4,"No"
"S02189",2,37600,9,1,"Senior",1,"Yes"
"S02190",0,36700,1,5,"Mid",3,"No"
"S02191",0,64300,8,2,"Entry",2,"No"
"S02192",0,47700,5,2,"Senior",1,"No"
"S02193",0,47300,8,1,"Mid",10,"No"
"S02194",1,90600,10,4,"Mid",9,"No"
"S02195",4,68700,3,1,"Entry",3,"No"
"S02196",0,52400,6,4,"Entry",1,"No"
"S02197",5,57700,7,2,"Entry",3,"No"
"S02198",1,53200,8,1,"Entry",1,"No"
"S02199",3,30300,7,5,"Entry",1,"No"
"S02200",2,55300,7,3,"Mid",9,"No"
"S02201",2,47900,2,2,"Entry",1,"No"
"S02202",1,40200,3,1,"Entry",5,"No"
"S02203",5,44300,6,1,"Mid",5,"Yes"
"S02204",5,31300,3,3,"Mid",1,"No"
"S02205",2,26900,9,2,"Mid",9,"No"
"S02206",5,39600,9,5,"Senior",5,"Yes"
"S02207",0,37400,6,5,"Executive",2,"Yes"
"S02208",2,78800,1,5,"Senior",7,"Yes"
"S02209",0,71100,1,2,"Mid",9,"No"
"S02210",0,43200,4,5,"Mid",4,"Yes"
"S02211",2,57900,10,4,"Entry",5,"No"
"S02212",1,49900,8,1,"Mid",9,"Yes"
"S02213",3,42000,3,4,"Mid",2,"No"
"S02214",1,35900,4,2,"Entry",5,"No"
"S02215",4,45200,6,5,"Entry",6,"No"
"S02216",4,42800,9,5,"Mid",3,"No"
"S02217",0,47700,4,5,"Senior",10,"No"
"S02218",0,80800,3,3,"Entry",9,"No"
"S02219",1,48600,10,3,"Entry",10,"No"
"S02220",1,31300,10,5,"Mid",8,"No"
"S02221",0,47000,9,1,"Entry",4,"No"
"S02222",5,67500,7,3,"Senior",5,"No"
"S02223",3,80600,9,2,"Mid",8,"No"
"S02224",3,29700,10,5,"Entry",10,"Yes"
"S02225",4,50700,6,1,"Mid",10,"No"
"S02226",5,55400,4,3,"Entry",1,"No"
"S02227",3,65100,5,2,"Mid",8,"Yes"
"S02228",2,47400,10,3,"Entry",6,"No"
"S02229",0,50100,2,2,"Entry",7,"Yes"
"S02230",1,43700,3,5,"Entry",4,"No"
"S02231",0,30400,5,1,"Senior",6,"No"
"S02232",2,64200,3,4,"Mid",10,"Yes"
"S02233",3,35700,3,3,"Senior",10,"No"
"S02234",0,26500,9,1,"Mid",4,"No"
"S02235",2,43000,4,4,"Mid",10,"Yes"
"S02236",5,25000,4,5,"Entry",10,"No"
"S02237",3,43900,1,2,"Mid",2,"No"
"S02238",4,43100,7,5,"Entry",1,"No"
"S02239",5,48600,10,1,"Senior",4,"No"
"S02240",4,42800,9,1,"Mid",7,"No"
"S02241",4,50800,8,3,"Senior",8,"Yes"
"S02242",5,78100,2,4,"Mid",3,"Yes"
"S02243",2,25000,6,4,"Entry",3,"No"
"S02244",2,72900,10,3,"Entry",5,"No"
"S02245",1,28400,10,5,"Mid",10,"No"
"S02246",1,56800,5,4,"Entry",10,"No"
"S02247",4,69100,8,5,"Entry",7,"No"
"S02248",0,47100,1,2,"Entry",4,"No"
"S02249",3,53000,9,1,"Entry",7,"No"
"S02250",1,61000,9,2,"Entry",2,"No"
"S02251",3,65700,7,3,"Senior",1,"Yes"
"S02252",5,32400,8,4,"Entry",6,"No"
"S02253",0,56300,9,2,"Entry",4,"No"
"S02254",4,49100,5,1,"Mid",7,"No"
"S02255",3,57400,2,4,"Entry",1,"No"
"S02256",5,57300,1,5,"Mid",1,"No"
"S02257",4,49100,5,4,"Mid",5,"No"
"S02258",3,50200,8,1,"Entry",1,"No"
"S02259",0,58100,10,4,"Entry",2,"No"
"S02260",1,43300,4,2,"Mid",3,"Yes"
"S02261",2,61400,4,3,"Entry",1,"Yes"
"S02262",4,38900,4,2,"Executive",8,"No"
"S02263",1,79800,8,4,"Senior",2,"Yes"
"S02264",3,57300,7,5,"Mid",2,"No"
"S02265",5,53800,1,4,"Entry",8,"No"
"S02266",5,41500,10,1,"Entry",7,"No"
"S02267",1,48200,6,2,"Entry",3,"No"
"S02268",2,56400,4,2,"Entry",5,"No"
"S02269",4,68600,2,4,"Executive",3,"No"
"S02270",4,32800,3,3,"Entry",5,"No"
"S02271",1,29800,4,4,"Entry",9,"No"
"S02272",0,43100,10,3,"Senior",3,"No"
"S02273",3,44000,7,4,"Entry",3,"Yes"
"S02274",1,43400,1,2,"Entry",1,"No"
"S02275",0,57200,1,3,"Executive",5,"No"
"S02276",4,53500,3,1,"Entry",3,"No"
"S02277",3,46500,2,3,"Mid",3,"No"
"S02278",4,70400,3,5,"Entry",4,"No"
"S02279",2,84500,3,1,"Mid",2,"No"
"S02280",5,58200,1,4,"Entry",2,"Yes"
"S02281",0,56700,6,5,"Mid",8,"Yes"
"S02282",2,51100,8,1,"Entry",3,"Yes"
"S02283",2,33300,5,4,"Entry",4,"No"
"S02284",2,64900,1,3,"Mid",2,"Yes"
"S02285",0,46500,10,4,"Entry",5,"No"
"S02286",3,49100,7,2,"Senior",9,"No"
"S02287",4,52100,10,1,"Mid",9,"Yes"
"S02288",3,32000,9,3,"Mid",8,"No"
"S02289",5,69800,7,4,"Entry",9,"No"
"S02290",3,62600,9,3,"Senior",9,"No"
"S02291",3,37700,10,3,"Mid",9,"No"
"S02292",4,34400,9,1,"Entry",10,"Yes"
"S02293",4,38200,2,3,"Senior",2,"No"
"S02294",0,38000,8,1,"Mid",3,"No"
"S02295",5,33100,7,3,"Entry",4,"No"
"S02296",1,54700,7,3,"Entry",1,"No"
"S02297",4,54600,2,4,"Senior",6,"No"
"S02298",4,31300,1,5,"Entry",2,"No"
"S02299",5,80600,4,1,"Mid",4,"No"
"S02300",1,35000,7,2,"Entry",5,"Yes"
"S02301",4,25000,6,1,"Mid",4,"Yes"
"S02302",3,59600,10,3,"Entry",6,"No"
"S02303",5,49800,2,5,"Entry",10,"No"
"S02304",4,44200,7,1,"Mid",10,"Yes"
"S02305",0,52100,10,3,"Senior",6,"No"
"S02306",4,49300,9,2,"Mid",9,"No"
"S02307",1,60500,2,4,"Entry",9,"No"
"S02308",3,47000,10,4,"Entry",1,"No"
"S02309",1,42600,5,1,"Entry",10,"No"
"S02310",5,53200,2,1,"Mid",8,"No"
"S02311",4,61900,1,2,"Mid",5,"Yes"
"S02312",4,48500,7,4,"Mid",1,"No"
"S02313",0,49300,2,3,"Mid",5,"Yes"
"S02314",3,69400,6,1,"Entry",6,"No"
"S02315",4,50700,7,5,"Mid",7,"Yes"
"S02316",0,28100,1,4,"Entry",3,"No"
"S02317",0,51200,9,3,"Entry",9,"No"
"S02318",1,50100,6,4,"Entry",3,"No"
"S02319",3,53900,2,2,"Mid",1,"No"
"S02320",2,53500,1,5,"Entry",3,"No"
"S02321",5,50200,1,3,"Entry",7,"No"
"S02322",0,54900,2,3,"Entry",10,"No"
"S02323",2,31900,9,1,"Entry",1,"No"
"S02324",1,83900,2,2,"Mid",4,"No"
"S02325",0,51100,1,2,"Mid",7,"No"
"S02326",5,34000,4,3,"Mid",3,"No"
"S02327",3,27900,9,4,"Mid",7,"No"
"S02328",2,56900,8,3,"Entry",4,"No"
"S02329",3,44100,7,3,"Mid",7,"Yes"
"S02330",2,54500,8,3,"Senior",9,"No"
"S02331",1,81800,2,3,"Entry",10,"No"
"S02332",0,50400,5,3,"Entry",5,"No"
"S02333",0,66300,7,3,"Entry",3,"No"
"S02334",1,35300,1,4,"Mid",1,"Yes"
"S02335",5,53900,6,5,"Mid",3,"No"
"S02336",5,37200,7,5,"Executive",4,"No"
"S02337",4,32600,8,1,"Mid",2,"No"
"S02338",2,52800,5,5,"Entry",4,"Yes"
"S02339",5,72200,8,4,"Mid",5,"No"
"S02340",5,64500,10,3,"Executive",8,"No"
"S02341",2,90800,1,2,"Mid",5,"No"
"S02342",4,49200,4,4,"Entry",2,"Yes"
