"Student_ID","High_School_GPA","SAT_Score","University_Ranking","University_GPA","Field_of_Study"
"S01805",3.41,930,86,2.55,"Medicine"
"S01806",2.45,1232,711,2.66,"Arts"
"S01807",2.52,975,10,2.83,"Business"
"S01808",3.02,1216,477,2.87,"Arts"
"S01809",2.64,1316,164,2.82,"Computer Science"
"S01810",2.34,1089,24,3.01,"Arts"
"S01811",2.53,1388,576,3.63,"Business"
"S01812",2.07,1214,312,3.64,"Medicine"
"S01813",3.41,1195,238,3.6,"Computer Science"
"S01814",2.98,1400,462,2.2,"Arts"
"S01815",2.19,1076,462,3.6,"Engineering"
"S01816",2.34,1114,857,2.24,"Business"
"S01817",2.21,1552,238,2.25,"Medicine"
"S01818",3.23,1496,22,3.9,"Law"
"S01819",2.19,1593,180,3.64,"Business"
"S01820",3.51,1231,818,3.1,"Arts"
"S01821",2.04,1027,559,3.75,"Mathematics"
"S01822",2.5,1168,791,3.98,"Medicine"
"S01823",3.78,1450,736,3.22,"Engineering"
"S01824",3.44,1434,730,3.23,"Computer Science"
"S01825",2.15,1265,499,3.51,"Arts"
"S01826",3.64,1518,475,2.46,"Medicine"
"S01827",2.99,1247,749,2.33,"Computer Science"
"S01828",3.69,1041,716,3.52,"Mathematics"
"S01829",3.2,1044,339,2.69,"Medicine"
"S01830",3.36,1144,531,2.27,"Law"
"S01831",3.99,1341,692,2.63,"Arts"
"S01832",2.46,1189,162,2.72,"Medicine"
"S01833",3.25,1590,992,3.93,"Engineering"
"S01834",2.92,1011,797,3.4,"Mathematics"
"S01835",2.08,1113,61,3.06,"Medicine"
"S01836",2.03,1549,85,3.94,"Arts"
"S01837",2.24,1099,547,3.81,"Medicine"
"S01838",3.3,1304,490,3.02,"Computer Science"
"S01839",3.13,1320,5,3.81,"Computer Science"
"S01840",3.11,906,76,2.81,"Mathematics"
"S01841",2.06,1424,253,2.46,"Law"
"S01842",2.94,1491,7,2.47,"Business"
"S01843",3.85,1185,681,3.32,"Mathematics"
"S01844",2.8,1570,642,3,"Law"
"S01845",3.25,1288,473,3.32,"Mathematics"
"S01846",3.56,1315,138,3.37,"Business"
"S01847",3.57,1049,358,2.04,"Engineering"
"S01848",3.04,1327,812,2.11,"Computer Science"
"S01849",3.72,1192,838,3.07,"Business"
"S01850",2.78,1233,603,2.38,"Medicine"
"S01851",3.78,1171,163,3.27,"Engineering"
"S01852",2.48,942,318,3.1,"Arts"
"S01853",2.56,1367,458,3.17,"Business"
"S01854",2.11,1218,253,2.6,"Mathematics"
"S01855",3.59,1391,201,3.28,"Law"
"S01856",2.83,1426,532,3.66,"Business"
"S01857",2.46,1071,741,4,"Law"
"S01858",2.46,1548,675,3.68,"Mathematics"
"S01859",3.8,1220,165,3.11,"Mathematics"
"S01860",3.67,943,232,2.39,"Law"
"S01861",3.11,1431,328,3.36,"Computer Science"
"S01862",3.23,1530,238,3.88,"Engineering"
"S01863",2.95,1353,120,2.42,"Law"
"S01864",2.78,982,950,2.51,"Computer Science"
"S01865",3.83,1442,863,2.3,"Computer Science"
"S01866",2.25,1221,895,3.47,"Law"
"S01867",2.84,1133,881,2.81,"Engineering"
"S01868",2.69,1439,619,2.13,"Medicine"
"S01869",3,1151,250,3.75,"Mathematics"
"S01870",2.92,1348,336,3.12,"Business"
"S01871",3.04,1138,284,2.66,"Computer Science"
"S01872",2.28,1389,198,2.69,"Business"
"S01873",3.03,1363,416,2.58,"Engineering"
"S01874",2.48,1213,732,2.91,"Medicine"
"S01875",2.37,1074,395,2.67,"Arts"
"S01876",2.13,1079,938,3.1,"Mathematics"
"S01877",3.53,1284,151,3.55,"Mathematics"
"S01878",2.85,1194,798,3.35,"Medicine"
"S01879",3.25,1114,265,2.59,"Engineering"
"S01880",3.46,974,220,3.06,"Medicine"
"S01881",3.36,1243,216,3.68,"Mathematics"
"S01882",2.94,1041,315,2.14,"Arts"
"S01883",2.78,1098,668,2.16,"Computer Science"
"S01884",2.75,1070,216,3.11,"Medicine"
"S01885",3.28,1305,335,3.28,"Law"
"S01886",2.99,1127,359,2.42,"Law"
"S01887",3.7,1310,626,3.49,"Engineering"
"S01888",3.75,1590,161,3.29,"Mathematics"
"S01889",2.34,961,815,3.85,"Mathematics"
"S01890",2.27,1226,610,2.34,"Medicine"
"S01891",3.26,1032,511,3.5,"Arts"
"S01892",2.6,1483,918,2.17,"Engineering"
"S01893",2.04,1489,157,3.13,"Medicine"
"S01894",3.78,1088,162,3.1,"Engineering"
"S01895",2.45,1255,42,2.78,"Law"
"S01896",3.86,970,180,3.69,"Arts"
"S01897",3.43,1162,303,2.01,"Computer Science"
"S01898",3.53,1205,330,3.04,"Arts"
"S01899",2.4,1457,563,2.43,"Computer Science"
"S01900",2.47,1123,764,3.49,"Mathematics"
"S01901",3.04,1227,429,2.09,"Business"
"S01902",2.34,1487,350,3.66,"Law"
"S01903",2.61,973,120,3.68,"Mathematics"
"S01904",2.64,1410,75,3.67,"Law"
"S01905",2.32,1041,674,2.31,"Law"
"S01906",2.41,1484,661,3.26,"Arts"
"S01907",3.58,1001,123,2.03,"Computer Science"
"S01908",2.33,1505,653,3.7,"Business"
"S01909",2.06,1480,182,3.45,"Business"
"S01910",3.26,964,921,3.06,"Business"
"S01911",3.95,1092,890,3.46,"Mathematics"
"S01912",2.66,961,789,2.19,"Engineering"
"S01913",2.24,1431,257,3.06,"Arts"
"S01914",3.14,1140,954,2.58,"Arts"
"S01915",3.81,1309,837,3.95,"Mathematics"
"S01916",3.57,1199,757,3.71,"Law"
"S01917",3.25,1094,598,3.47,"Arts"
"S01918",2.63,1353,583,3.87,"Arts"
"S01919",3.08,1473,269,2.69,"Engineering"
"S01920",2.18,1518,493,3.8,"Arts"
"S01921",3.36,1536,180,2.65,"Computer Science"
"S01922",3.45,1200,791,3.47,"Mathematics"
"S01923",3.93,1355,149,3.47,"Business"
"S01924",2.52,1101,518,2.04,"Engineering"
"S01925",2.04,1573,148,2.72,"Engineering"
"S01926",3.09,1201,844,2.04,"Law"
"S01927",3.41,1523,680,3.99,"Arts"
"S01928",3.58,1236,9,2.24,"Business"
"S01929",2.39,931,178,3.09,"Mathematics"
"S01930",2.52,997,796,3.58,"Computer Science"
"S01931",3.03,1090,395,2.4,"Mathematics"
"S01932",2.66,1440,628,2.97,"Business"
"S01933",3.72,947,608,3.21,"Mathematics"
"S01934",2.95,1149,331,2.32,"Medicine"
"S01935",3.6,1125,856,3.56,"Business"
"S01936",3.16,1171,56,2.6,"Computer Science"
"S01937",3.55,1564,207,2.42,"Computer Science"
"S01938",2.67,1384,105,3.12,"Computer Science"
"S01939",3.66,1227,547,2.82,"Engineering"
"S01940",2.55,1079,721,3.84,"Mathematics"
"S01941",3.09,1564,793,3.76,"Engineering"
"S01942",2.43,922,881,2.97,"Medicine"
"S01943",2.95,1505,355,2.72,"Business"
"S01944",2.64,1269,659,2.65,"Arts"
"S01945",2.53,1144,489,2.54,"Law"
"S01946",3.93,1059,799,3.09,"Medicine"
"S01947",2.32,1272,593,3.61,"Mathematics"
"S01948",3.57,1184,503,2.62,"Arts"
"S01949",3.97,1420,50,2.38,"Mathematics"
"S01950",2.04,1349,87,2.95,"Arts"
"S01951",3.4,1596,703,2.14,"Medicine"
"S01952",2.51,1546,303,3.4,"Business"
"S01953",2.08,1521,1,3.04,"Law"
"S01954",2.81,1480,381,2.99,"Arts"
"S01955",3.87,1035,954,2.6,"Engineering"
"S01956",2.02,995,650,3.81,"Engineering"
"S01957",3.18,1018,648,2.18,"Medicine"
"S01958",3,1273,362,3.74,"Law"
"S01959",3.75,1173,381,2.75,"Law"
"S01960",2.17,1076,666,3.76,"Mathematics"
"S01961",3.36,1176,162,3.46,"Arts"
"S01962",3.36,1037,19,2.21,"Medicine"
"S01963",3.34,1031,974,3.66,"Law"
"S01964",3.88,943,840,3.36,"Law"
"S01965",3.65,1022,243,2.06,"Engineering"
"S01966",2.08,1035,129,2.27,"Medicine"
"S01967",2.94,1266,176,3.27,"Arts"
"S01968",2.8,1272,409,3.33,"Arts"
"S01969",2.62,1025,792,3.49,"Engineering"
"S01970",2.9,1338,943,3.44,"Mathematics"
"S01971",2.77,1475,84,3.32,"Computer Science"
"S01972",2.86,950,376,3.53,"Computer Science"
"S01973",3.96,1036,222,3.15,"Law"
"S01974",2.18,1057,325,2.52,"Business"
"S01975",3.84,955,451,3.82,"Engineering"
"S01976",2.96,1492,416,2.04,"Business"
"S01977",3.25,1327,657,2.73,"Law"
"S01978",3.66,1342,445,3.46,"Mathematics"
"S01979",2.72,1225,618,2.85,"Engineering"
"S01980",2.86,1539,325,2.05,"Arts"
"S01981",2.82,1537,523,2.13,"Mathematics"
"S01982",2.75,979,166,3.3,"Engineering"
"S01983",3.85,1373,708,3.93,"Medicine"
"S01984",3.66,1276,743,3.1,"Business"
"S01985",2.22,1232,659,3.01,"Engineering"
"S01986",2.22,1074,871,2.64,"Business"
"S01987",2.86,1556,238,2.51,"Mathematics"
"S01988",2.2,1340,983,2.04,"Law"
"S01989",3.24,1025,913,2.55,"Engineering"
"S01990",2.29,1593,13,2.9,"Computer Science"
"S01991",3.04,1118,731,2.4,"Business"
"S01992",2.01,1177,257,2.17,"Arts"
"S01993",2.63,1384,514,3.44,"Arts"
"S01994",3.35,1494,210,3.79,"Engineering"
"S01995",2.97,1040,484,3.87,"Arts"
"S01996",3.96,1506,365,3.24,"Mathematics"
"S01997",3.75,1009,225,2.11,"Arts"
"S01998",2.72,951,996,3.48,"Business"
"S01999",2.09,1514,194,2.22,"Mathematics"
"S02000",3.69,1512,196,3.34,"Engineering"
"S02001",3.82,1553,400,3.56,"Business"
"S02002",3.64,1218,772,3.45,"Engineering"
"S02003",2.26,1098,57,3.9,"Arts"
"S02004",4,945,969,3.48,"Mathematics"
"S02005",2.52,1404,625,3.39,"Engineering"
"S02006",3.45,1439,213,2.52,"Law"
"S02007",3.82,1413,279,3.85,"Engineering"
"S02008",2.47,916,756,2.36,"Medicine"
"S02009",3.82,1214,380,3.81,"Engineering"
"S02010",2.62,1335,117,2.63,"Medicine"
"S02011",3.95,1287,898,2.26,"Business"
"S02012",2.56,976,451,3.65,"Medicine"
"S02013",3.91,1270,599,2,"Mathematics"
"S02014",2.11,1064,410,3.66,"Business"
"S02015",3.42,1508,893,2.52,"Engineering"
"S02016",3.06,1516,367,3.77,"Business"
"S02017",2.96,923,775,3.38,"Arts"
"S02018",2.45,934,996,3.33,"Law"
"S02019",3.41,1413,812,2.73,"Engineering"
"S02020",2.38,1360,929,2.12,"Mathematics"
"S02021",3.11,1037,113,3.66,"Medicine"
"S02022",2.51,1473,960,2.34,"Law"
"S02023",3.91,1470,164,2.74,"Computer Science"
"S02024",2.06,1164,4,3.2,"Law"
"S02025",2.4,1232,630,2.96,"Engineering"
"S02026",2.48,1087,23,2.4,"Mathematics"
"S02027",2.83,962,921,2.28,"Mathematics"
"S02028",2.47,1178,745,2.25,"Law"
"S02029",2.98,1441,602,3.73,"Law"
"S02030",3.74,1070,988,2.06,"Arts"
"S02031",3.42,1402,767,3.95,"Business"
"S02032",3.16,1432,92,2.4,"Law"
"S02033",2.18,1198,469,2.22,"Medicine"
"S02034",3.39,1100,970,3.15,"Mathematics"
"S02035",2.33,1034,155,2.16,"Medicine"
"S02036",3.57,1171,819,3.2,"Arts"
"S02037",2.5,1434,627,3.7,"Law"
"S02038",2.83,1341,207,2.1,"Law"
"S02039",2.7,986,81,3.6,"Arts"
"S02040",3.72,930,615,2.79,"Engineering"
"S02041",2.25,1020,483,2.32,"Computer Science"
"S02042",3.13,968,965,2.35,"Computer Science"
"S02043",2.28,1545,592,3.84,"Business"
"S02044",3.41,1395,407,2.22,"Medicine"
"S02045",3.81,1045,103,3.73,"Engineering"
"S02046",2.87,1232,240,3.09,"Medicine"
"S02047",2.98,1380,265,2.08,"Engineering"
"S02048",3.85,1162,33,2.93,"Arts"
"S02049",3.04,1192,35,3.63,"Business"
"S02050",2.98,1328,249,3.45,"Arts"
"S02051",3.16,985,1000,2.98,"Medicine"
"S02052",3.38,915,50,3.72,"Mathematics"
"S02053",2.21,1527,280,2.24,"Business"
"S02054",3.64,1017,984,3.82,"Law"
"S02055",2.87,1169,754,3.69,"Mathematics"
"S02056",2.14,1294,152,3.42,"Engineering"
"S02057",3.57,1061,659,3.64,"Engineering"
"S02058",2.75,1599,551,3.09,"Business"
"S02059",2.2,1003,701,3.35,"Arts"
"S02060",3.27,1552,537,3.12,"Business"
"S02061",3.76,1066,756,2.71,"Arts"
"S02062",3.78,1199,735,3.14,"Business"
"S02063",3.92,927,230,2.51,"Arts"
"S02064",3.74,1323,665,2.88,"Computer Science"
"S02065",2,1461,923,2.56,"Business"
"S02066",2.76,1055,288,2.25,"Arts"
"S02067",3.64,1223,395,2.64,"Law"
"S02068",2.73,1247,453,3.7,"Medicine"
"S02069",3.2,1020,620,2.76,"Mathematics"
"S02070",3.21,1551,33,3.5,"Mathematics"
"S02071",2.73,1427,915,2.35,"Mathematics"
"S02072",3.81,1460,363,2.85,"Medicine"
"S02073",3.01,1063,111,2.23,"Business"
"S02074",2.93,961,121,2.28,"Business"
"S02075",4,1239,16,3.23,"Engineering"
"S02076",2.99,1565,739,3.21,"Arts"
"S02077",2.36,1211,523,2.43,"Business"
"S02078",3.03,1275,715,2.95,"Medicine"
"S02079",3.63,1245,714,3.73,"Medicine"
"S02080",3.55,1049,98,2.35,"Mathematics"
"S02081",3.58,1484,116,2.04,"Medicine"
"S02082",3.42,1480,965,3.3,"Arts"
"S02083",2.51,1076,471,2.11,"Computer Science"
"S02084",3.72,1253,439,3.96,"Business"
"S02085",3.79,1413,281,3.22,"Mathematics"
"S02086",2.39,1208,349,2.94,"Computer Science"
"S02087",2.26,1018,232,2.86,"Arts"
"S02088",3.95,1418,973,3.15,"Mathematics"
"S02089",3.74,1377,111,2.18,"Law"
"S02090",3.79,1313,352,3.86,"Business"
"S02091",3.77,1486,930,3.25,"Engineering"
"S02092",3.08,1250,12,2.37,"Business"
"S02093",3.29,1405,984,3.13,"Business"
"S02094",3.09,1094,488,2.27,"Business"
"S02095",2.1,1086,533,2.04,"Mathematics"
"S02096",3.49,1349,639,3.26,"Mathematics"
"S02097",3.01,1395,285,3.3,"Business"
"S02098",3.3,1414,947,3.17,"Law"
"S02099",3.01,1595,633,2.37,"Business"
"S02100",2.98,1172,636,3.21,"Arts"
"S02101",2.34,951,919,2.11,"Business"
"S02102",2.56,1162,545,3.22,"Law"
"S02103",2.32,1267,392,3.11,"Arts"
"S02104",2.39,1032,170,3.31,"Business"
"S02105",3.95,1124,77,3.79,"Business"
"S02106",2.31,1209,965,3.7,"Arts"
"S02107",2.54,1472,297,3.96,"Business"
"S02108",3.18,915,330,3.95,"Law"
"S02109",3.22,1094,63,3.54,"Mathematics"
"S02110",2.31,1342,270,3.91,"Medicine"
"S02111",3.59,1202,216,3.73,"Business"
"S02112",3.57,947,190,3.46,"Engineering"
"S02113",2.47,1020,75,2.15,"Arts"
"S02114",2.58,1398,686,2.1,"Law"
"S02115",3.88,1461,510,3.68,"Business"
"S02116",3.65,1368,579,2.98,"Business"
"S02117",3.4,940,93,3.63,"Arts"
"S02118",2.16,1355,53,2.63,"Computer Science"
"S02119",2.84,1433,496,2.8,"Law"
"S02120",3.12,1270,948,3.4,"Law"
"S02121",2.37,1081,94,3.83,"Medicine"
"S02122",2.9,1416,625,2.18,"Mathematics"
"S02123",3.2,1556,229,3.72,"Mathematics"
"S02124",2.65,1489,250,3.59,"Medicine"
"S02125",3.56,1130,391,2.63,"Business"
"S02126",3.68,1247,721,2.71,"Arts"
"S02127",2.65,1378,980,2.09,"Engineering"
"S02128",3.68,1108,182,2.03,"Business"
"S02129",2.21,1574,267,2.95,"Medicine"
"S02130",3.68,1579,281,2.19,"Business"
"S02131",2.31,1177,955,2.39,"Arts"
"S02132",2.17,1587,984,3.69,"Law"
"S02133",3.28,952,962,3.14,"Law"
"S02134",2.94,909,667,3.27,"Law"
"S02135",3.82,1557,83,2.37,"Law"
"S02136",2.73,1363,186,3.66,"Mathematics"
"S02137",2.57,1482,861,3.74,"Engineering"
"S02138",3,1057,997,3.05,"Computer Science"
"S02139",2.91,918,651,3.83,"Mathematics"
"S02140",2.69,954,567,3.69,"Engineering"
"S02141",3.39,920,531,3.46,"Business"
"S02142",3.52,1181,348,3.47,"Medicine"
"S02143",3.71,1439,423,2.21,"Arts"
"S02144",3.95,1316,981,2.54,"Business"
"S02145",2.53,1184,858,2.13,"Computer Science"
"S02146",3.43,1431,982,2.02,"Arts"
"S02147",2.79,1431,454,2.32,"Arts"
"S02148",3.35,1410,267,3.76,"Arts"
"S02149",2.95,1295,507,2.48,"Business"
"S02150",3.99,1019,142,3.94,"Computer Science"
"S02151",3.46,996,316,3.19,"Business"
"S02152",3.9,1019,676,2.47,"Arts"
"S02153",3.67,1436,764,2.99,"Arts"
"S02154",3.81,1052,232,2.44,"Mathematics"
"S02155",3.63,1144,297,3.97,"Medicine"
"S02156",2.92,1415,898,3.69,"Engineering"
"S02157",2.5,1292,953,2.05,"Business"
"S02158",2.74,1042,875,3.9,"Computer Science"
"S02159",2.04,1403,572,3.44,"Mathematics"
"S02160",3.05,1119,916,2.16,"Arts"
"S02161",3.01,1059,22,3.34,"Business"
"S02162",3.05,975,384,3.29,"Engineering"
"S02163",3.95,1510,126,2.44,"Business"
"S02164",3.82,1591,103,3.52,"Engineering"
"S02165",2.32,1538,900,2.17,"Business"
"S02166",2.74,931,952,2.98,"Medicine"
"S02167",2.85,1233,733,2.02,"Business"
"S02168",2.72,1424,110,3.94,"Mathematics"
"S02169",3.6,1339,570,3.5,"Law"
"S02170",3.05,1251,472,2.32,"Medicine"
"S02171",3.14,1238,65,2.68,"Engineering"
"S02172",3.71,1299,472,2.32,"Arts"
"S02173",3.61,1295,570,3.53,"Arts"
"S02174",2.26,1101,670,2.12,"Business"
"S02175",3.43,1429,76,3.68,"Computer Science"
"S02176",2.87,992,19,3.88,"Business"
"S02177",2.59,1257,384,3.35,"Medicine"
"S02178",2.1,1295,997,2.43,"Medicine"
"S02179",2.97,959,190,2.72,"Engineering"
"S02180",2.71,1376,762,2.95,"Business"
"S02181",2.5,1511,360,3.21,"Engineering"
"S02182",3.39,900,875,3.34,"Computer Science"
"S02183",3.54,1454,886,3.11,"Arts"
"S02184",2.49,1210,452,2.7,"Arts"
"S02185",2.1,1067,79,3.78,"Business"
"S02186",3.7,1091,596,2.16,"Engineering"
"S02187",2.02,933,172,2.93,"Engineering"
"S02188",3.87,933,212,3.55,"Computer Science"
"S02189",3.26,1587,886,2.12,"Engineering"
"S02190",2.64,1316,445,3.41,"Law"
"S02191",2.49,1057,149,3.64,"Law"
"S02192",2.02,1399,10,3.32,"Medicine"
"S02193",2.47,1265,542,2.03,"Law"
"S02194",2.28,1239,792,2.36,"Law"
"S02195",3.22,1234,944,2.68,"Medicine"
"S02196",2.33,1482,55,2.47,"Law"
"S02197",3.06,1226,872,3.93,"Law"
"S02198",3.18,1013,639,3.3,"Medicine"
"S02199",2.6,1317,180,2.59,"Business"
"S02200",2.07,1367,744,3.86,"Mathematics"
"S02201",2.07,1042,381,3.48,"Medicine"
"S02202",2.05,1508,422,2.57,"Medicine"
"S02203",3.48,1208,451,2.76,"Law"
"S02204",2.64,1300,93,2.4,"Arts"
"S02205",3.59,1219,520,3.94,"Mathematics"
"S02206",2.86,1111,413,3.03,"Law"
"S02207",2.91,1216,759,3.79,"Business"
"S02208",3.03,1084,394,2.69,"Medicine"
"S02209",3.43,1104,965,3.72,"Computer Science"
"S02210",2.55,1263,331,2.11,"Medicine"
"S02211",2.24,1115,708,3.96,"Mathematics"
"S02212",3.11,1145,433,3.82,"Business"
"S02213",2.65,1138,954,2.73,"Mathematics"
"S02214",2.88,1290,163,3.55,"Engineering"
"S02215",3.29,1419,946,3.5,"Mathematics"
"S02216",2.99,1489,40,3.8,"Law"
"S02217",3.24,1176,766,2.61,"Arts"
"S02218",3.09,1101,908,2.93,"Arts"
"S02219",3.48,1113,85,3.73,"Law"
"S02220",3.41,1505,784,3.56,"Law"
"S02221",3.07,1377,590,2.79,"Business"
"S02222",3.36,1407,725,3.69,"Medicine"
"S02223",3.75,974,816,2.09,"Computer Science"
"S02224",2.86,1568,767,3.56,"Medicine"
"S02225",2.83,1564,91,2.41,"Medicine"
"S02226",3.53,1041,484,2.57,"Computer Science"
"S02227",3.17,1489,385,2.99,"Arts"
"S02228",2.14,1221,193,2.9,"Medicine"
"S02229",3.78,1593,253,3.04,"Engineering"
"S02230",2.06,1360,790,3.09,"Engineering"
"S02231",3.5,1569,655,2.66,"Business"
"S02232",3.52,1045,244,2.35,"Business"
"S02233",3.91,953,724,3.54,"Mathematics"
"S02234",2.11,1255,707,2.8,"Computer Science"
"S02235",3.19,1176,270,3.01,"Computer Science"
"S02236",2.86,1494,841,3.29,"Business"
"S02237",2.66,1299,19,3.82,"Law"
"S02238",2.18,1567,40,3.42,"Medicine"
"S02239",3.13,1415,610,2.09,"Law"
"S02240",2.96,1398,516,3.68,"Arts"
"S02241",2.21,1210,33,3.98,"Engineering"
"S02242",3.22,1170,811,2.94,"Computer Science"
"S02243",3.48,1475,677,3.94,"Business"
"S02244",3.53,1348,450,3.09,"Engineering"
"S02245",3.81,1011,539,2.92,"Law"
"S02246",2.82,1138,685,2.66,"Computer Science"
"S02247",3.91,1043,849,3.32,"Computer Science"
"S02248",3.73,1273,625,2.46,"Mathematics"
"S02249",2.59,919,946,2.21,"Medicine"
"S02250",2.32,1475,885,2.05,"Computer Science"
"S02251",2.87,1188,892,2.58,"Arts"
"S02252",2.8,1492,607,2.79,"Computer Science"
"S02253",3.15,1096,319,3.1,"Arts"
"S02254",3.17,1281,745,2.59,"Law"
"S02255",3.5,1480,646,3.97,"Mathematics"
"S02256",3.02,1597,124,2.58,"Medicine"
"S02257",2.21,1578,372,2.88,"Mathematics"
"S02258",3.72,1391,351,2.21,"Arts"
"S02259",2.62,1063,323,2.52,"Law"
"S02260",3.94,1505,488,2.1,"Engineering"
"S02261",2.24,1148,451,3.12,"Mathematics"
"S02262",3.92,967,353,3.5,"Mathematics"
"S02263",2.18,920,116,2.39,"Computer Science"
"S02264",2.46,1411,955,2.74,"Mathematics"
"S02265",2.09,1496,13,2.03,"Business"
"S02266",3.41,1289,917,3.68,"Business"
"S02267",3.7,1435,320,3.56,"Arts"
"S02268",2.87,1010,165,2.13,"Medicine"
"S02269",3.86,1494,720,2.73,"Arts"
"S02270",3.18,1359,85,3.91,"Mathematics"
"S02271",3.26,977,248,2.78,"Mathematics"
"S02272",3.69,1333,432,3.05,"Law"
"S02273",2.59,1279,568,2.71,"Mathematics"
"S02274",2.71,1551,684,3.19,"Law"
"S02275",3.81,1339,653,3.96,"Mathematics"
"S02276",3.8,1238,644,4,"Mathematics"
"S02277",3.95,1323,479,3.55,"Arts"
"S02278",3.8,1068,713,2.81,"Arts"
"S02279",2.25,1161,368,2.99,"Engineering"
"S02280",3.65,1478,801,2.71,"Law"
"S02281",2.82,1128,933,3.97,"Engineering"
"S02282",3.98,1060,821,3.42,"Arts"
"S02283",2.94,1326,357,2.9,"Medicine"
"S02284",3.11,1021,408,2.02,"Computer Science"
"S02285",3.06,1048,345,3.04,"Law"
"S02286",2.64,1010,179,3.97,"Business"
"S02287",2.15,1556,425,3.05,"Engineering"
"S02288",3.79,1120,541,2.36,"Law"
"S02289",3.61,963,443,2.04,"Computer Science"
"S02290",2.28,1537,936,2.71,"Engineering"
"S02291",3.55,1253,819,3.84,"Law"
"S02292",3.25,1373,306,3.99,"Engineering"
"S02293",2.82,1384,367,3.89,"Engineering"
"S02294",2.51,912,36,3.46,"Arts"
"S02295",3.72,1052,463,3.12,"Mathematics"
"S02296",3.4,1138,621,3.18,"Arts"
"S02297",3.1,1089,828,3.08,"Engineering"
"S02298",3.22,1562,146,3.41,"Engineering"
"S02299",2.18,985,788,2.84,"Mathematics"
"S02300",2.95,920,901,3.34,"Business"
"S02301",2.39,1593,146,2.24,"Computer Science"
"S02302",2.42,1218,380,2.53,"Mathematics"
"S02303",3.32,1057,168,3.67,"Computer Science"
"S02304",3.82,1380,769,3.81,"Medicine"
"S02305",2.81,975,275,3.08,"Mathematics"
"S02306",2.42,1228,87,2.06,"Medicine"
"S02307",3.3,1315,154,3.85,"Medicine"
"S02308",3.74,1102,497,3.4,"Arts"
"S02309",3.5,1128,797,2.83,"Arts"
"S02310",3.74,1051,315,3.2,"Business"
"S02311",3.07,971,831,2.86,"Arts"
"S02312",3.5,1124,610,2.93,"Medicine"
"S02313",2.28,1372,723,3.77,"Law"
"S02314",2.7,1542,958,2.32,"Engineering"
"S02315",2.78,1259,560,2.21,"Medicine"
"S02316",3.02,1439,830,2.01,"Business"
"S02317",3.86,1508,274,2.63,"Engineering"
"S02318",3.75,945,706,2.29,"Arts"
"S02319",2.27,900,764,2.44,"Engineering"
"S02320",2.35,1577,795,2.02,"Law"
"S02321",2.72,1144,262,2.45,"Business"
"S02322",2.58,1118,487,2.67,"Arts"
"S02323",3.23,1513,454,2.06,"Computer Science"
"S02324",3.81,1190,443,3.22,"Medicine"
"S02325",3.92,1357,262,3.14,"Mathematics"
"S02326",3.31,1103,543,2.19,"Law"
"S02327",3.68,1101,105,3.19,"Law"
"S02328",3.05,1465,1000,4,"Mathematics"
"S02329",2.42,1381,350,3.89,"Medicine"
"S02330",3.05,1410,824,2.01,"Business"
"S02331",3.11,1177,438,3.59,"Business"
"S02332",3.48,915,981,2.71,"Law"
"S02333",2.44,1424,169,2.13,"Medicine"
"S02334",2.74,1255,748,2.59,"Engineering"
"S02335",2.73,1255,786,2.64,"Computer Science"
"S02336",3.92,1498,343,3.05,"Computer Science"
"S02337",2.89,977,230,3.32,"Business"
"S02338",3.51,966,23,3.5,"Business"
"S02339",3.5,1113,988,2.49,"Engineering"
"S02340",2.53,1596,676,2.64,"Business"
"S02341",3.14,1348,281,2.62,"Computer Science"
"S02342",3.79,1332,519,2.73,"Medicine"
"S02343",2.95,1444,722,4,"Law"
"S02344",3.89,1014,253,3.56,"Computer Science"
"S02345",2.43,1319,404,3.95,"Engineering"
"S02346",2.15,1398,133,3.39,"Medicine"
"S02347",3.78,1279,274,2.81,"Medicine"
"S02348",3.7,1042,618,2.78,"Law"
"S02349",3.99,1531,232,2.98,"Computer Science"
"S02350",3.36,923,545,2.83,"Mathematics"
"S02351",3.87,1438,79,3.66,"Medicine"
"S02352",3.65,974,35,2.93,"Medicine"
"S02353",3.69,1434,495,2.59,"Business"
"S02354",3.14,1572,110,3.55,"Medicine"
"S02355",2.76,940,321,3.71,"Engineering"
"S02356",3.87,1467,575,2.84,"Medicine"
"S02357",2.86,1312,981,3.34,"Business"
"S02358",3.08,1314,328,2.12,"Arts"
"S02359",2.89,1348,967,3.06,"Arts"
"S02360",3.13,1509,809,2.09,"Engineering"
"S02361",2.94,1557,690,2.06,"Law"
"S02362",2.1,1335,384,3.23,"Law"
"S02363",3.76,1451,364,2.61,"Mathematics"
"S02364",2.89,1138,232,3.49,"Mathematics"
"S02365",3.18,941,616,3.79,"Engineering"
"S02366",2.28,909,414,2.28,"Medicine"
"S02367",2.01,1164,294,3.45,"Medicine"
"S02368",2.49,1480,547,3.03,"Arts"
"S02369",3.41,1344,706,2.22,"Arts"
"S02370",2.2,1038,174,3.3,"Computer Science"
"S02371",3.82,1095,392,3.22,"Arts"
"S02372",2.43,973,102,3.03,"Mathematics"
"S02373",2.41,1514,836,3.85,"Arts"
"S02374",2.36,1124,293,3.04,"Engineering"
"S02375",2.03,1534,85,3.98,"Computer Science"
"S02376",3.54,1001,909,3.02,"Law"
"S02377",3.75,1163,201,2.23,"Computer Science"
